LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,AT,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
531130,ERIE,BUFFALO,S ELMWOOD AVE,NIAGARA ST,W CHIPPEWA ST,BETWEEN,,2-WAY,01/01/1978 12:00:00 AM,10600,,,"(42.88875293, -78.87904778)"
533032,ERIE,WEST SENECA,I-90 @ EXIT 55 RIDGE RD,,,,I-90 WB/US 219 SB (OFF) TO CR 137 RIDGE RD,RAMP,01/01/2011 12:00:00 AM,4325,4161,163,"(42.8310771, -78.79292071)"
530179,ERIE,WEST SENECA,SOUTHERN EXPWY,RIDGE RD,I-90 NYS THRUWAY,BETWEEN,,2-WAY,01/01/1982 12:00:00 AM,29300,,,"(42.83276478, -78.79192293)"
544050,NIAGARA,LOCKPORT,DAY RD,RT 31 CHESTNUT RIDGE RD,GROFF RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,1725,,,"(43.186784, -78.649862)"
544078,NIAGARA,HARTLAND,HARTLAND RD,RT 104 RIDGE RD,HARTLAND-SOMERSET TOWN LINE RD,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,1756,1640,115,"(43.27496545, -78.57557327)"
534803,ERIE,BUFFALO,STEVENSON ST,ABBOTT RD,S LEGION DR,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,3623,3467,155,"(42.854408, -78.81936)"
534385,ERIE,ELMA,GIRDLE RD,ELMA/AURORA TN LN,WEST BLOOD RD,BETWEEN,,2-WAY,01/01/1992 12:00:00 AM,3600,,,"(42.791186, -78.60595)"
530050,ERIE,WEST SENECA,CENTER ST(RT 16),SENECA ST,RT 277 UNION RD,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,9700,,,"(42.839566, -78.76133)"
530035,ERIE,AMHERST,SHERIDAN DR,RT 263 MILLERSPORT HWY,RT 240 HARLEM RD,BETWEEN,,2-WAY,01/01/1989 12:00:00 AM,27500,,,"(42.97897, -78.790531)"
536072,ERIE,CLARENCE,WEST PHALINGER RD,WOLCOTT RD,TONAWANDA CREEK RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,275,,,"(43.059171, -78.68392)"
532240,ERIE,ALDEN,NORTH RD,WENDE RD,ALDEN-CRITTENDEN RD,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,1266,,,"(42.92009124, -78.51091392)"
534317,ERIE,BUFFALO,FERRY ST (EAST),FILLMORE AV,GRIDER ST,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,7500,,,"(42.914522, -78.831199)"
540569,NIAGARA,LEWISTON,NIAGARA THRUWAY,WITMER RD,RT 104/RT 265,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,11800,,,"(43.137101, -79.021289)"
530220,ERIE,CHEEKTOWAGA,UNION RD,WALDEN AV,GALLERIA DR,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,22270,,,"(42.912488, -78.754222)"
530269,ERIE,AMHERST/TONAWANDA,NIAGARA FALLS BLVD,ELLICOTT CREEK RD,E ROBINSON RD,BETWEEN,,2-WAY,01/01/1985 12:00:00 AM,25600,,,"(43.02972463, -78.82218227)"
531324,ERIE,BUFFALO,SWAN ST,ELM ST,MICHIGAN AV,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,3350,,,"(42.8809, -78.870062)"
547045,NIAGARA,NEWFANE,DRAKE SETTLEMENT RD,TRANSIT RD,FULLER RD,BETWEEN,,2-WAY,01/01/2003 12:00:00 AM,1300,,,"(43.30711148, -78.68777141)"
544245,NIAGARA,CAMBRIA,UPPER MTN RD,RT 425 SHAWNEE RD,THRALL RD,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,900,,,"(43.16139173, -78.80364955)"
534353,ERIE,ORCHARD PARK,S FREEMAN RD,RT 240 ELLICOTT RD,JEWETT-HOLMWOOD RD,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,2487,2374,112,"(42.7481408, -78.73200774)"
531003,ERIE,AMHERST,SMITH RD,NEW RD,RT 78 TRANSIT RD,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,2500,,,"(43.04911381, -78.70953687)"
541228,NIAGARA,LOCKPORT,UPPER MTN RD,SUNSET DR,LOCKPORT S CL,BETWEEN,,2-WAY,01/01/1981 12:00:00 AM,3250,,,"(43.16604016, -78.72711808)"
532234,ERIE,WEST SENECA,CARRIAGE PARK DR,EAST & WEST RD,CARRIAGE PARK,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,750,,,"(42.81980893, -78.71775985)"
534925,ERIE,CHEEKTOWAGA,BEACH RD,CLEVELAND DR,WEHRLE DR,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,7965,6951,1013,"(42.946443, -78.76034)"
534737,ERIE,CLARENCE,ROLL RD,SHIMERVILLE RD,GOODRICH RD,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,1600,,,"(42.99966473, -78.64672422)"
534943,ERIE,BUFFALO,CARLTON ST,RT 5 MAIN ST,MICHIGAN AV,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,2650,,,"(42.89853095, -78.86596263)"
530174,ERIE,ORCHARD PARK,CHESTNUT RIDGE,CHESTNUT RIDGE PARK ENT,POWERS RD,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,3250,,,"(42.72982612, -78.74907732)"
530174,ERIE,ORCHARD PARK,CHESTNUT RIDGE,CHESTNUT RIDGE PARK ENT,POWERS RD,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,4200,,,"(42.72982612, -78.74907732)"
530449,ERIE,BUFFALO,CLINTON ST,FILLMORE AV,RT 62 BAILEY AV,BETWEEN,,2-WAY,01/01/1974 12:00:00 AM,9150,,,"(42.875878, -78.829951)"
530199,ERIE,CHEEKTOWAGA,BROADWAY,BUFFALO E CITY LN,RT 240 HARLEM RD,BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,18700,,,"(42.89989259, -78.78975034)"
534961,ERIE,EVANS,N MAIN ST,BEACH RD,GOLD ST,BETWEEN,,2-WAY,01/01/2012 12:00:00 AM,1945,1768,176,"(42.651635, -79.034685)"
534224,ERIE,CHEEKTOWAGA,DICK RD,GEORGE URBAN BLVD,DEPEW VILL LN,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,20500,,,"(42.92002495, -78.73852015)"
533920,ERIE,AMHERST,I-290 @ SHERIDAN DR / HARLEM RD,,,,MERGE NY 324 SHERIDAN DR EB/WB TO I-290 WB (ON),RAMP,01/01/2012 12:00:00 AM,8034,,,"(42.97953094, -78.78285706)"
530155,ERIE,COLLINS,GOWANDA RD,RT 438 FOUR MILE LEVEL RD,END OLAP RT 39,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,4400,,,"(42.4941207, -78.92873168)"
533814,ERIE,BUFFALO,I-190 @ CLINTON ST/BAILEY AVE,,,,CLINTON ST EB TO RAMP MERGE I-190 NB (ON),RAMP,01/01/2009 12:00:00 AM,723,636,86,"(42.871889, -78.817447)"
546008,NIAGARA,LOCKPORT,COLD SPRING RD,MARKET ST,N CANAL RD,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,4700,,,"(43.1865039, -78.66816849)"
540066,NIAGARA,LEWISTON,RIDGE RD,RT 18 CREEK RD,MODEL CITY RD,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,6000,,,"(43.1751736, -78.9977771)"
535160,ERIE,ORCHARD PARK,MELANT DR,QUAKER RD,END,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,144,,,"(42.76684, -78.707278)"
534327,ERIE,BUFFALO,FILLMORE AVE,RT 354 CLINTON ST,WILLIAM ST,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,10000,,,"(42.8819712, -78.83922671)"
534411,ERIE,BUFFALO,HAMBURG ST,O'CONNELL AV,SOUTH PARK AV,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,2000,,,"(42.86920207, -78.85884404)"
546025,NIAGARA,NIAGARA FALLS,S 86TH ST,W RIVERSHORE DR,RT 384 BUFFALO AV,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,3401,3316,84,"(43.074993, -78.964189)"
534167,ERIE,BOSTON,COLE RD,BOSTON-COLDEN RD,OMPHALIUS RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,380,,,"(42.647853, -78.716161)"
534182,ERIE,CHEEKTOWAGA,COMO PARK BLVD,BENNETT RD,INDIAN RD,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,9197,8513,683,"(42.89289593, -78.74037469)"
534687,ERIE,BUFFALO,PARKSIDE AVE,AGASSIZ CIRCLE,AMHERST ST,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,24200,,,"(42.93530449, -78.85120511)"
544268,NIAGARA,WILSON,WILSON-BURT RD,WILSON TOWN LN,COOMER RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,1500,,,"(43.30923014, -78.75218466)"
534564,ERIE,CHEEKTOWAGA,MARYVALE DR,PINE RIDGE RD,RT 240 HARLEM RD,BETWEEN,,2-WAY,01/01/1995 12:00:00 AM,8200,,,"(42.932736, -78.786542)"
534117,ERIE,CONCORD,BUFFALO ST,RT 39 MAIN ST,SPRINGVILLE VILL LN/NORTH ST,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,2700,,,"(42.5160794, -78.66551578)"
534071,ERIE,BUFFALO,BERKSHIRE AVE,PARKRIDGE AV,RT 62 BAILEY AV,BETWEEN,,1-WAY,01/01/2004 12:00:00 AM,2700,,,"(42.94091259, -78.81601453)"
530381,ERIE,ORCHARD PARK,BIG TREE RD,FREEMAN RD,RT 187 TRANSIT RD,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,7650,,,"(42.77078782, -78.71192336)"
530376,ERIE,ORCHARD PARK,ORCHARD PK RD,RT 20 SOUTHWESTERN BLVD,END OLAP RT 277 UNION RD,BETWEEN,,2-WAY,01/01/1974 12:00:00 AM,19900,,,"(42.798132, -78.751631)"
535238,ERIE,HAMBURG,MAPLE AVE,MARLOWE AVE,SALISBURY AVE,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,772,,,"(42.790016, -78.826641)"
534643,ERIE,BUFFALO,NORTH ST,ELMWOOD AV,RT 384 DELAWARE AV,BETWEEN,,2-WAY,01/01/2003 12:00:00 AM,8600,,,"(42.90225821, -78.87550592)"
530289,ERIE,BUFFALO,NIAGARA ST,AMHERST ST,AUSTIN ST,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,9900,,,"(42.935878, -78.90295)"
544016,NIAGARA,NIAGARA FALLS,72ND ST,RT 384 BUFFALO AV,FRONTIER AVE,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,1200,,,"(43.079554, -78.981748)"
536480,ERIE,ORCHARD PARK,POWERS RD,MURPHY RD,RT 277 CHESTNUT RIDGE RD,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,1900,,,"(42.733451, -78.757124)"
536052,ERIE,AMHERST,NY 263 MILLERSPORT HWY / CAMPUS,,,,N CAMPUS BLVD TO NY 263 NB,RAMP,01/01/2014 12:00:00 AM,279,,,"(42.995492, -78.789194)"
544252,NIAGARA,LEWISTON,WALMORE RD,WHEATFIELD TN LN,RT 31 SAUNDERS SETTLEMENT RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,3500,,,"(43.13898785, -78.93362135)"
535350,ERIE,BUFFALO,RILEY ST,HUMBOLDT PKWY,FILLMORE AVE,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,243,,,"(42.909307, -78.842729)"
530348,ERIE,CHEEKTOWAGA,NYS THRUWAY,WALDEN AV (M52),KENSINGTON EXPWY (M51),BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,140600,,,"(42.922052, -78.766308)"
534408,ERIE,CHEEKTOWAGA,GRISWOLD ST,I-190 SB RAMPS,ROSSLER ST,BETWEEN,,2-WAY,01/01/2016 12:00:00 AM,3343,3211,131,"(42.87466, -78.79761)"
533150,ERIE,BOSTON,US 219 @ RICE HILL RD,,,,US 219 SB (OFF) TO RICE HILL RD,RAMP,01/01/2009 12:00:00 AM,1009,,,"(42.63286748, -78.76467168)"
534772,ERIE,WEST SENECA,SENECA ST,RT 277 UNION RD,RIDGE RD,BETWEEN,,2-WAY,01/01/2004 12:00:00 AM,15700,,,"(42.82942477, -78.76871109)"
534194,ERIE,CLARENCE,COUNTY RD,HEISE RD,GOODRICH RD,BETWEEN,,2-WAY,01/01/2016 12:00:00 AM,7939,7219,719,"(43.03214113, -78.64558697)"
534516,ERIE,GRAND ISLAND,LONG RD,GRAND ISLAND BLVD NY324 OVLP,BASELINE RD,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,3200,,,"(43.049002, -78.974624)"
534473,ERIE,BUFFALO,JEFFERSON AVE,RT 354 CLINTON ST,WILLIAM ST,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,6595,6268,326,"(42.88409328, -78.85394365)"
540070,NIAGARA,NIAGARA FALLS,LOCKPORT ST,CLEVELAND AV,RT 182 ONTARIO AV,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,4300,,,"(43.10796227, -79.04363483)"
530127,ERIE,WEST SENECA,AURORA EXPWY,RT 20/78 TRANSIT RD,RT 277 UNION RD,BETWEEN,,2-WAY,01/01/1975 12:00:00 AM,17400,,,"(42.84068725, -78.72506619)"
534393,ERIE,CLARENCE,GOODRICH RD,RT 5 MAIN ST,GREINER RD,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,7289,6474,814,"(42.97933863, -78.63730431)"
536422,ERIE,CHEEKTOWAGA,CLEVELAND DR,I-90 NYS THRUWAY,BEACH RD,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,11692,11387,304,"(42.945239, -78.763416)"
530061,ERIE,AMHERST,MAIN ST,EGGERT RD,RT 240 HARLEM RD,BETWEEN,,2-WAY,01/01/1980 12:00:00 AM,18800,,,"(42.96406364, -78.7938112)"
534770,ERIE,WEST SENECA,SENECA ST,LEIN/CENTER RDS,LEYDECKER RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,8200,,,"(42.83372073, -78.71701419)"
544118,NIAGARA,LOCKPORT,LOCUST ST,HAMM RD,LOCKPORT CITY LN,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,3400,,,"(43.14487091, -78.68627608)"
534402,ERIE,CLARENCE,GREINER RD,HARRIS HILL RD,SHIMERVILLE RD,BETWEEN,,2-WAY,01/01/1996 12:00:00 AM,6300,,,"(42.98923569, -78.66970539)"
530293,ERIE,AMHERST,SHERIDAN DR,RT 277 N FOREST RD,EVANS ST,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,30800,,,"(42.9786479, -78.75142694)"
534604,ERIE,ORCHARD PARK,MILESTRIP RD,RT 20 SOUTHWESTERN BLVD,RT 240/277 N BUFFALO RD,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,6400,,,"(42.78906284, -78.7556541)"
540625,NIAGARA,NIAGARA FALLS,HYDE PARK BLVD,RT 31 COLLEGE AV,NIAGARA FALLS N CITY LN,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,6900,,,"(43.12554824, -79.0374738)"
534276,ERIE,BUFFALO,ELK ST,SOUTH PARK AV,SMITH ST,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,3300,,,"(42.86885609, -78.84812594)"
541106,NIAGARA,NORTH TONAWANDA,NASH RD,MEADOW DR,RUIE RD,BETWEEN,,2-WAY,01/01/1999 12:00:00 AM,9700,,,"(43.05933867, -78.86577487)"
530472,ERIE,TONAWANDA,DELAWARE AVE,YOUNG ST,NIAGARA CO LN,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,9900,,,"(43.02143033, -78.87543887)"
530206,ERIE,LANCASTER,BROADWAY,CENTRAL AV,CEMETERY RD,BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,16400,,,"(42.895966, -78.654495)"
536394,ERIE,BUFFALO,I-190 @ ELM ST,,,,WASHINGTON ST TO I-190 SB (ON),RAMP,01/01/2009 12:00:00 AM,2630,,,"(42.877499, -78.873502)"
534753,ERIE,BUFFALO,SOUTH PARK AVE,RT 62 BAILEY AV/ABBOTT RD,HOPKINS ST,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,9346,,,"(42.857597, -78.830699)"
534305,ERIE,AMHERST,EVANS ST,RT 5 MAIN ST,AMHERST TL,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,14277,14059,217,"(42.96769224, -78.73916656)"
547004,NIAGARA,NORTH TONAWANDA,NASH RD,RT 425 ERIE AV/WHEATFIELD ST,DIVISION ST,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,14500,,,"(43.03968513, -78.86512578)"
540400,NIAGARA,NIAGARA,MILITARY RD,LOCKPORT RD,RT 31 WITMER RD,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,9950,,,"(43.12335957, -79.00045395)"
544109,NIAGARA,WHEATFIELD,LOCKPORT RD,NASH RD,RT 425 SHAWNEE RD,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,6500,,,"(43.12149679, -78.85397315)"
532069,ERIE,CHEEKTOWAGA,KENSINGTON AVE,BUFFALO/CHKTG TN LN,CHKTG/AMHERST TN LN,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,7900,,,"(42.94704635, -78.79119873)"
534112,ERIE,BOSTON,BROWN HILL RD,BOSTON/CONCORD TL,TREVETT RD,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,307,238,68,"(42.61123595, -78.73138628)"
540914,NIAGARA,NIAGARA FALLS,NIAGARA ST,3RD ST,5TH ST,BETWEEN,,2-WAY,01/01/1980 12:00:00 AM,7800,,,"(43.08836938, -79.05755281)"
N9135S,ERIE,TONAWANDA,NIAGARA THRUWAY,RIVER RD/TONAWANDAS (EXIT 17),I-290 (EXIT 16),BETWEEN,,SB,01/01/2015 12:00:00 AM,36670,,,"(42.988434, -78.916911)"
530055,ERIE,BUFFALO,SENECA ST,RT 62 BAILEY AV,KEATING ST/1-190,BETWEEN,,2-WAY,01/01/1987 12:00:00 AM,13300,,,"(42.866964, -78.824935)"
540086,NIAGARA,PENDLETON,CAMPBELL BLVD,BEACH RIDGE RD,LOCKPORT RD,BETWEEN,,2-WAY,01/01/1987 12:00:00 AM,5950,,,"(43.12706147, -78.76104936)"
534022,ERIE,BUFFALO,AMHERST ST,GRANT ST,ELMWOOD AV,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,9900,,,"(42.940563, -78.882254)"
534214,ERIE,BUFFALO,DELAVAN AVE (WEST),GRANT ST,RICHMOND AV,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,2900,,,"(42.9221, -78.88587)"
534016,ERIE,BUFFALO,ALLEN ST,RT 384 DELAWARE AV,FRANKLIN ST,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,5074,4925,148,"(42.89941317, -78.87273789)"
531213,ERIE,GRAND ISLAND,BUSH RD,SOUTH PKWY,BASELINE RD,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,601,575,25,"(42.975545, -78.961776)"
534695,ERIE,BUFFALO,PENNSYLVANIA ST,PROSPECT AV,WADSWORTH ST,BETWEEN,,1-WAY,01/01/2015 12:00:00 AM,1869,1827,41,"(42.901647, -78.882255)"
533428,ERIE,TONAWANDA,I-290 @ COLVIN BLVD,,,,COLVIN BLVD SB TO I-290 EB (ON),RAMP,01/01/2012 12:00:00 AM,7688,,,"(42.99835825, -78.85407776)"
544019,NIAGARA,NIAGARA FALLS,77TH ST,FRONTIER AV,RT 62 NF BLVD,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,2800,,,"(43.08409116, -78.97607535)"
536496,ERIE,AURORA,EMERY RD,LEWIS RD,NY 16,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,1406,1334,71,"(42.70946618, -78.58604193)"
534388,ERIE,ELMA,GIRDLE RD,RICE RD,BULLIS RD,BETWEEN,,2-WAY,01/01/2012 12:00:00 AM,4233,4083,149,"(42.83247761, -78.60601902)"
537044,ERIE,HAMBURG,EVANS ST,LAKE VIEW RD,RT 62 PIERCE AV,BETWEEN,,2-WAY,01/01/1981 12:00:00 AM,7400,,,"(42.7156, -78.8421)"
532250,ERIE,COLLINS,DUPONT RD,SCRABBLE HILL RD,BECKER RD,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,88,,,"(42.495812, -78.795293)"
530148WB,ERIE,BUFFALO,GOODELL ST,ELLICOTT ST,ELM ST,BETWEEN,,1-WAY,01/01/2011 12:00:00 AM,13570,,,"(42.89455194, -78.8670677)"
534766,ERIE,BUFFALO,W SENECA ST,PEARL ST,WASHINGTON ST,BETWEEN,,1-WAY,01/01/2006 12:00:00 AM,1400,,,"(42.88072263, -78.87654126)"
534597,ERIE,BUFFALO,MICHIGAN AVE,GOODELL ST,VIRGINIA ST,BETWEEN,,2-WAY,01/01/1994 12:00:00 AM,10100,,,"(42.896059, -78.86438226)"
530377,ERIE,WEST SENECA,ORCHARD PK RD,RIDGE RD,POTTERS RD,BETWEEN,,2-WAY,01/01/1981 12:00:00 AM,14600,,,"(42.83311097, -78.7819612)"
546012,NIAGARA,PENDLETON,AIKEN RD,BEACH RIDGE RD,MAPLETON RD,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,700,,,"(43.09949888, -78.80678778)"
530281,ERIE,AMHERST,GROVER CLEVELAND HWY,RT 62 BAILEY AV,EGGERT RD,BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,16700,,,"(42.96810048, -78.80932912)"
530267,ERIE,LACKAWANNA,SOUTH PARK AVE,LACKAWANNA S CITY LN,RIDGE RD,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,10900,,,"(42.823201, -78.82404)"
530916,ERIE,TONAWANDA,GRAND ISLAND BLVD,RIVER RD,ACC TO I-190,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,1400,,,"(42.99452498, -78.93133879)"
530601,ERIE,HAMBURG/ORCHARD PARK,S WESTERN BLVD,RT 20A BIG TREE RD,RT 179 MILESTRIP RD,BETWEEN,,2-WAY,01/01/1992 12:00:00 AM,14600,,,"(42.78300392, -78.76699448)"
530086,ERIE,CHEEKTOWAGA,KENSINGTON EXPWY,CAYUGA/DICK RD,AIRPORT W ENT,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,22000,,,"(42.92857254, -78.74027968)"
530048,ERIE,ELMA,SENECA ST(16/78),JAMISON RD,RT 20/78 TRANSIT RD,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,10290,,,"(42.82349964, -78.68509054)"
530112,ERIE,ORCHARD PARK,S WESTERN BLVD,RT 179 MILESTRIP RD,RTS 240/277 N BUFFALO ST,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,25900,,,"(42.79315888, -78.75588477)"
534219,ERIE,TONAWANDA,DELAWARE RD,KENMORE N VILL LN,HIGHLAND PKWY,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,10100,,,"(42.97362414, -78.86595726)"
544087,NIAGARA,LOCKPORT,HINMAN RD,BEAR RIDGE RD,RT 93 LOCKPORT BYPASS,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,3650,,,"(43.152393, -78.713592)"
M4183,ERIE,AMHERST,NYS THRUWAY,DEPEW/LOCKPORT/NY 78 (EXIT 49),NIAGARA FALLS/I-290 (EXIT 50),BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,48375,,,"(42.950747, -78.724594)"
534181,ERIE,CHEEKTOWAGA,COMO PARK BLVD,RT 277 UNION RD,BENNETT RD,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,9300,,,"(42.8930762, -78.74755768)"
534799,ERIE,GRAND ISLAND,STALEY RD,STONY POINT RD,E RIVER PKWY,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,2400,,,"(43.0073657, -78.93198788)"
530936,ERIE,AMHERST,SWEET HOME RD,RENSCH RD,I-990,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,10800,,,"(43.01032343, -78.79893422)"
534079,ERIE,ORCHARD PARK,BAKER RD,RT 20A QUAKER RD,MILESTRIP RD,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,1700,,,"(42.77881469, -78.72656822)"
540913,NIAGARA,NIAGARA FALLS,HIGHLAND AVE,MARYLAND AV,RT 61 HYDE PARK BLD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,1700,,,"(43.12565982, -79.04122621)"
530473,ERIE,TONAWANDA,DELAWARE AVE,I-290 YOUNGMANN EXPWY,TONAWANDA S CITY LN,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,19000,,,"(43.00041506, -78.87512773)"
536407,ERIE,CHEEKTOWAGA,I-90 & I-290,,,,I-90 EB (OFF) TO I-290 WB (ON),RAMP,01/01/2015 12:00:00 AM,44923,,,"(42.947714, -78.763238)"
534711,ERIE,ORCHARD PARK,POWERS RD,RT 277 CHESTNUT RIDGE RD,RT 240 ELLICOTT RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,1500,,,"(42.73446391, -78.73856306)"
534253,ERIE,WEST SENECA,EAST WEST RD,RT 277 UNION RD,LEYDECKER RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,7400,,,"(42.82030471, -78.73534977)"
530170,ERIE,BUFFALO,BAILEY AVE,GENESEE ST,RT 33 KENSINGTON EXPWY,BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,15500,,,"(42.923058, -78.813686)"
540922,NIAGARA,NIAGARA FALLS,NIAGARA ST,RAINBOW BRIDGE,RT 384 S RAINBOW BLVD,BETWEEN,,2-WAY,01/01/1980 12:00:00 AM,7800,,,"(43.088124, -79.063353)"
546022,NIAGARA,ROYALTON,EAST AVE,CENTRAL AVE,NY31,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,400,,,"(43.198371, -78.562053)"
540096,NIAGARA,NIAGARA FALLS,MAIN ST,RT 62 (NB) WALNUT AV,RT 62A PINE AV,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,7100,,,"(43.09353652, -79.05706734)"
535147,ERIE,HAMBURG,BERKLEY PL,BAYVIEW RD,TISBURY LN,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,769,,,"(42.767301, -78.827392)"
530101,ERIE,BUFFALO,BAILEY AVE,WILLIAM ST,RT 130 BROADWAY,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,13300,,,"(42.8908694, -78.81413698)"
534104,ERIE,TONAWANDA,BRIGHTON RD,COLVIN BLVD,EGGERT RD,BETWEEN,,2-WAY,01/01/1989 12:00:00 AM,12800,,,"(42.99109955, -78.84799182)"
534361,ERIE,AMHERST,GARRISON RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/1999 12:00:00 AM,9600,,,"(42.96153011, -78.7380293)"
534346,ERIE,BUFFALO,FRANKLIN ST,UPPER TERRACE,SWAN/ERIE ST,BETWEEN,,1-WAY,01/01/2008 12:00:00 AM,2850,,,"(42.88140661, -78.87811303)"
534459,ERIE,BUFFALO,HURON ST (WEST),PEARL ST,MAIN ST,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,3500,,,"(42.88871756, -78.87391001)"
530125,ERIE,ELMA,AURORA EXPWY,MAPLE ST,JAMISON RD,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,14600,,,"(42.798793, -78.636062)"
546126,NIAGARA,PENDLETON,EAST CANAL RD,FISK/FEIGLE RDS,DONNER RD,BETWEEN,,2-WAY,01/01/1993 12:00:00 AM,2000,,,"(43.11945383, -78.73265147)"
